,Title,Platform,Userscore,Comment,Username
649,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"This is the best game of all time.. Any system, any time. HANDS DOWN. PERIOD! So good. If you are really playing this game for the first time, play it on the 3ds. It's so beautiful, challenging, engaging... It's just the best.",Zucheto
650,The Legend of Zelda: Ocarina of Time,Nintendo64,10,Ocarina of time is easily one of my favorite games ever. It was my first Zelda and its also my favorite. Everyone giving this game a score below a 6 either doesn't know what a good game is or just hates Nintendo for no reason.,Moooo
651,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"This game its amazing, since the start any gamer would see this as a great piece of art. The dungeons have a great intuitive way to solve puzzles and the history shows great dynamic.",Toeichi
652,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"This game have all Music, nice gameplay a good history I consider this like ones of the best of the gaminga Masterpiece also I can still so many times, The legend of zelda one of the best sagas but Ocarina the best game,  thank you miyamoto, thank you nintendo",NintendoFans
653,The Legend of Zelda: Ocarina of Time,Nintendo64,8,"Even though I have played through this twice now I really can't see why this is the best game ever, but I still had fun with it and it is something I can definitely recommend to anyone who wants a good adventure game",kratos1997
654,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"by far my favorite game. it's pretty long, has amazing dungeons, sidequests, bosses, enemies, characters, items, story, AND gameplay. I recommend this to everyone. hands-down.",RyuHyabusa
655,The Legend of Zelda: Ocarina of Time,Nintendo64,9,"Uno de los mejores zeldas jamas creado,una historia que te tiene atado hasta el final de juego,unos controles que no son tan comodos,pero te adaptas despues de semanas, un 9,lo unico que no me gusto ademas del control,fue a la molesta Navi diciendote HEY,LISTEN!,HEY,LISTEN! al inicio del juego",VicenAlicornio
656,The Legend of Zelda: Ocarina of Time,Nintendo64,10,The Most fun Action/Adventure Game Nintendo has made for the players of Nintendo. I Give this game a Supreme Master Piece i'd like to give it a 11/10. and why the Negative scores this game is a Masterpiece,JayZapper007
657,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"There's a special magic to this game that cannot be matched, even to this day. In all my years of gaming, playing everything from CoD to Final Fight, from Banjo Kazooie to League of Legends, from Final Fantasy Tactics and Mother to Fallout III and Fire Emblem: Awakening, across two decades of gaming, there has never been a game as perfectly put together as this one. Every pixel in thisThere's a special magic to this game that cannot be matched, even to this day. In all my years of gaming, playing everything from CoD to Final Fight, from Banjo Kazooie to League of Legends, from Final Fantasy Tactics and Mother to Fallout III and Fire Emblem: Awakening, across two decades of gaming, there has never been a game as perfectly put together as this one. Every pixel in this game is a legacy in and of itself and leaves a truly lasting impression, a LANDMARK in the mind to any who have experienced it. What is there to say about this game, truly? Well simply put, it is a masterpiece. Like the Mona Lisa, or Michelangelo's David. A Truly beautiful work of art that deserves to be recognized with full acclaim as something that shaped the future of all art of its kind and stands to this day as a testimony to the power and creative spirit that goes into the creation of Video Games. The story is simple, though not as simple as it initially seems. The world is chalk full of hidden bits that scream of a deeper mysticism binding this world, from the simple and obvious Hyrule Field skeletons to the subtle and beautiful spinning of the whimsical-but-also-dark Windmill Hut, appropriately dubbed ""?"". The music is simply majestic, from the haunting trills of the Forest Temple and its distorted Link screams to the fantastic, iconic... LEGENDARY ocarina songs. The graphics were unbelievable for the time... and honestly... the only part that doesn't hold up to this day is the texture resolution as the models are decent. They're  not cutting edge, but everything animates smoothly and looks nice, with smooth arcs, etc. The story is classic, iconic... legendary.. and even takes a decent amount of twisting and turning. The gameplay is immaculate and perfectly executed, with the series' best (in my opinion) puzzles combined with the smooth and fantastic difficulty curve lead the player to be immersed in the pleasing swordplay and item based advancement.In short, Ocarina of Time still holds up to this day, standing the test of time to be, in this humble player's opinion, still the greatest game ever made. In all the years since, no game has managed to top it and I don't think one ever will.",TwilightWind
658,The Legend of Zelda: Ocarina of Time,Nintendo64,8,"this game is very good, but not the best game of all time, its a little too open ended sometime, hyrule field, the main open area of the game, is kinda bland, with not a lot to do in between places. it does have a great story and awesome controls, and a lot of different weapons ans items to chose from, and challenging dungeons. like i said its a great game and it still holds up even today,this game is very good, but not the best game of all time, its a little too open ended sometime, hyrule field, the main open area of the game, is kinda bland, with not a lot to do in between places. it does have a great story and awesome controls, and a lot of different weapons ans items to chose from, and challenging dungeons. like i said its a great game and it still holds up even today, but a bit overrated, maybe the most overrated game of all time?, come get me fanboys",bobscary
659,The Legend of Zelda: Ocarina of Time,Nintendo64,8,"It's a good game but I don't think it's the best game of all time like a lot of fanboys like to indicate. It isn't even the best game on the n64. That honor goes to golden eye. I think Majora's mask was better. As far as greatest games ever I think Final fantasy 7, Mass Effect 2, Skyrim, Mario, GTA 5, and Metal Gear Solid are all much better. I also think A Link To The Past is better than this.",KyleS
660,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"I usually write longer, more detailed reviews than this, but nothing i can say hasn't already been said by anybody who has played this game and has half a mind.  This game is Flawless.  The only game i would ever give an 11/10 to.  Everything from the level design to the music to the story and characters to the game play to the massive amount of content packed into the cartridge isI usually write longer, more detailed reviews than this, but nothing i can say hasn't already been said by anybody who has played this game and has half a mind.  This game is Flawless.  The only game i would ever give an 11/10 to.  Everything from the level design to the music to the story and characters to the game play to the massive amount of content packed into the cartridge is perfect.  The only thing i can complain about is now the graphics and the inventory system are a bit dated.  But when these are the only things to complain about in a 15+ year old game, then you know its a masterpiece.  While this isn't my personal favorite Zelda, it may be technically the best one.  The only people giving this game a 7 and below are A) Fanboys of other zelda games or B) Fanboys of other consoles that wouldn't know a true masterpiece if it hit them in the head like a bullet from the gun of a generic FPS.  If you're debating getting this game whether it be on the VC, the 3ds version or an actual N64 cartridge any fan of the action/adventure genre should play this game.  And if you're a Zelda fan and haven't played this game, then the first part of this sentence is a lie.",Fancypenguin
661,The Legend of Zelda: Ocarina of Time,Nintendo64,10,This is an awesome game and will always be my favorite game. no matter how many times i play it. I don't care what you think but i love the graphics. I think the remake for the 3Ds suck(In my opinion).,Ranm
662,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Games can't  get as good as this, and beats most of the new games. For any retro gamer, this game would be one that you will be playing again and again. A masterpiece of gaming and art.",Annoymous1
663,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"This is without a doubt the best video game in history, it did so many things that other games and franchises adapted thus changing the industry forever, there is no reason not to play this game as it holds up very well today as it did when it came out nearly 16 years ago.",Origibro
664,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Anyone who doesn't love this game doesn't know a masterpiece when they see one. This game is the greatest game of all time, in my opinion. I can compare this game to Grand Theft Auto Five, both of which I have played and beaten multiple times. When playing GTA V I don't feel like I am truly connecting to the characters like I do in OoT. When plaing OoT I feel like I am a part of Link'sAnyone who doesn't love this game doesn't know a masterpiece when they see one. This game is the greatest game of all time, in my opinion. I can compare this game to Grand Theft Auto Five, both of which I have played and beaten multiple times. When playing GTA V I don't feel like I am truly connecting to the characters like I do in OoT. When plaing OoT I feel like I am a part of Link's adventure in Hyrule, I feel like I have really been to Hyrule. OoT offers just the right amount of emotions making it the greatest game of all time. After beating the game and seeing the final cutscene in Hyrule Casltle, 7 years before the adventure began, I feel like I truly experienced an adventuer in Hyrule.",Appendicitis
665,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"The Legend of Zelda: Ocarina of Time is and will always be my favorite game of all time just everything about the game is perfect the bosses, the music, the story, the characters, and the gameplay.",celebi734
666,The Legend of Zelda: Ocarina of Time,Nintendo64,9,"Brilliant game. Incredible story. Excellent game play. Defining. Not the best game ever. Not the best Zelda game. Definitely recommend, however it's not as good as everyone says. 9/10 purely because it's overhyped, and other Zelda games are better (Link's Awakening, A Link to the Past, A Link Between Worlds, Majora's Mask). Definitely great and better than 99% of all games out there.",egg
667,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Despite being released over 15 years ago, OoT is still considered the greatest Zelda game, with Zelda: Link to the Past a close 2nd.The dungeons and puzzle designs were smart and epic. (Who could forget the twisted corridor in the Forest Temple, the mirror puzzles in the Spirit Temple, or the dreaded well). No level or side quest felt like a chore. The boss (Dark Link, Phantom Ganon,Despite being released over 15 years ago, OoT is still considered the greatest Zelda game, with Zelda: Link to the Past a close 2nd.The dungeons and puzzle designs were smart and epic. (Who could forget the twisted corridor in the Forest Temple, the mirror puzzles in the Spirit Temple, or the dreaded well). No level or side quest felt like a chore. The boss (Dark Link, Phantom Ganon, Twinrova to name a few) fights were all unique.Most of all, the ocarina songs were all memorable and much better than the ones in the newer games. I still remember most of them.Easy 10/10",HSuke
668,The Legend of Zelda: Ocarina of Time,Nintendo64,10,O melhor jogo de todos os tempos da historia deste planeta Terra!!!!!!!Não importa oque dizem sobre os pontos chatos como a nave de tão épico que é isso quase nem faz efeito nenhum na avaliação do game,JesseJ713
669,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Best (Zelda) game of all time and one great childhood memory. The mixture of story, fighting, exploring and puzzles is just perfect. If you missed that game I feel really sorry for you.",DeathLeaper
670,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Without a doubt the greatest game to have ever graced the cartridge format, any score under 10 is an insult to the video game industry. This game is proof that video games are a form of art with its outstanding graphics (for the time) and innovating gameplay. This game alone is a reason to get an n64. The game still holds up to the newest zeldas and surpasses even twilight princess. ItWithout a doubt the greatest game to have ever graced the cartridge format, any score under 10 is an insult to the video game industry. This game is proof that video games are a form of art with its outstanding graphics (for the time) and innovating gameplay. This game alone is a reason to get an n64. The game still holds up to the newest zeldas and surpasses even twilight princess. It would not  be stretch to put this game up next to other greatest games of time",Redbigot
671,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Legend of Zelda: Ocarina of Time is the greatest Nintendo game ever made! Now if you think i'm some wacko who thinks every game is good, i'm NOT. Ocarina brings the innovative Zelda name to the innovative Nintendo 64, which is known for INNOVATION. This game proves that people like Halo or Resident Evil don't need to change the way they make their games to cash in on the success on Call ofLegend of Zelda: Ocarina of Time is the greatest Nintendo game ever made! Now if you think i'm some wacko who thinks every game is good, i'm NOT. Ocarina brings the innovative Zelda name to the innovative Nintendo 64, which is known for INNOVATION. This game proves that people like Halo or Resident Evil don't need to change the way they make their games to cash in on the success on Call of Duty( even though personally, I do enjoy the Black ops story arc ). Even though it only sold 7.6 million copies ( which is not much compared to Call of Duty ) it is still frankly The greatest Nintendo game and maybe the best game EVAR made.",JFadd
672,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"This is perfection, perfect gameplay, perfect presentation,it rewards you with you exploring, perfect length and side missions it's that good go get it",Rruui
673,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Ocarina of Time isn't as good as A Link to the Past, but does that mean it's a bad game? No. Ocarina of Time is still the masterpiece that it is. In everything, the story, the gameplay, the graphics, the music, oh man the music, the characters, the atmosphere, the depth of the game. It was made in 1998 and it still holds up pretty well, there are a lot of secrets hidden around, there isOcarina of Time isn't as good as A Link to the Past, but does that mean it's a bad game? No. Ocarina of Time is still the masterpiece that it is. In everything, the story, the gameplay, the graphics, the music, oh man the music, the characters, the atmosphere, the depth of the game. It was made in 1998 and it still holds up pretty well, there are a lot of secrets hidden around, there is that sense of purpose that keeps you going even if you're stuck in  the Water Temple. I don't recommend this to gamers, to Nintendo fans, or to Zelda maniacs. When I talk with anyone about games, Ocarina of Time should be there. 10/10. Play it and play every Zelda game, they're just as great as OoT!",sighhgis
674,The Legend of Zelda: Ocarina of Time,Nintendo64,9,i love this game it has the best soundtrack in the zelda franchise good gameplay and good storybut i feel its a bit overrated because i felt something missing and hyrule field felt empty,dandul9
675,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"The legendary title in the legendary series. (ADMIT IT, IT'S NOT THE BEST ZELDA GAME EVER) But it was certainly perfect at the time of its release. 10/10 Game of 1998.",SwitSwat
676,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"The game that really deserves ""Best game ever"" title, I got this when I was 13, it was such an awesome game, my best friend and I played it non-stop the entire weekend. I have never enjoyed a game at the same level since.",Sipheren
677,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"I've played many classic games in my life which includes: Metroid Prime, RE4, Mario Galaxy series, GTA games (not really classics in my opinion), Mass Effect 2, and other Zeldas and to this day, nothing still holds a candle to this game. This game is on a tier of its own, 20 years down the road and we're still talking about it.",hon777
678,The Legend of Zelda: Ocarina of Time,Nintendo64,10,I know over 54 glitches and this is my favorite console game I ever played in my life! My second favorite game is League of Legends and its a 5.7 user score which sucks!,BoxBox
679,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"This is arguably the best entry in the Zelda series and possibly one of the greatest video games of all time. Its new 3D world opened so many new possibilities for graphics, puzzles, and items. The game is relatively difficult, so experienced gamers should find a challenge towards the end of the game, but newcomers won't be too intimidated. The dungeons are very beautifully andThis is arguably the best entry in the Zelda series and possibly one of the greatest video games of all time. Its new 3D world opened so many new possibilities for graphics, puzzles, and items. The game is relatively difficult, so experienced gamers should find a challenge towards the end of the game, but newcomers won't be too intimidated. The dungeons are very beautifully and interestingly designed; they hold some quite difficult puzzles that are fun to figure out.",horcrux2007
680,The Legend of Zelda: Ocarina of Time,Nintendo64,10,wtf valve this isnt call of duty 9 i tried to quick scope with friends and set up trick shots but it said FaZe.exe was not running properly wtf 0/10 worst game ever,markvvhite
681,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Legend of Zelda Ocarina of Time is a classic game that early gamers can learn on. It's difficulty level progresses slowly at first, but in a couple days you're trying to win Epona and are defeating the Phantom Gandoff. Also the game includes many great songs and has sufficient graphics!  Online, many gamers say Legend of Zelda is the best. I agree! Think we're wrong? Play it yourself andLegend of Zelda Ocarina of Time is a classic game that early gamers can learn on. It's difficulty level progresses slowly at first, but in a couple days you're trying to win Epona and are defeating the Phantom Gandoff. Also the game includes many great songs and has sufficient graphics!  Online, many gamers say Legend of Zelda is the best. I agree! Think we're wrong? Play it yourself and you'll see why gamers everywhere are still raving about this amazing game!",wolfsbane3536
682,The Legend of Zelda: Ocarina of Time,Nintendo64,8,"The game is good, but for some reason I never managed to get into it as much as to other 3D Zelda games (maybe except Wind Waker). I played Majora's Mask before OoT and found it better in all aspects. The story and dungeons in this game are not bad at all, but I always felt like something was missing from the game. Nevertheless, the game is still really good.",Steeldude
683,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Pure magic in every way.Spiritually atmospheric, emotional, mysterious, challenging, dark and musical.This game has everything in it and one of my biggest inspirations.Because of this, I have loved every other Zelda title, especially Majora's Mask.I can't say any Zelda game is bad because of the reputation this gave to the franchise, and they are all quite similar. I can only sayPure magic in every way.Spiritually atmospheric, emotional, mysterious, challenging, dark and musical.This game has everything in it and one of my biggest inspirations.Because of this, I have loved every other Zelda title, especially Majora's Mask.I can't say any Zelda game is bad because of the reputation this gave to the franchise, and they are all quite similar. I can only say ""this could be better"" but the game is amazing.I could go on. This game is a gem. I'll end it with that.",Ibanez89
684,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"I play this game on the old N64 at least once every year. Amazing game! If for some reason you haven't played this game, PLAY IT!!!! This game has unforgettable puzzles and places.",SP107
685,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"It is just so nostalgic and good! With highs, and lows, surprises, and achievements! Best game ever! My childhood would've not been the same. This was the game that got me into the series, and there's no going back!",LozFanboy
686,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"If this is not the best game of all time is at least the best game of the Zelda series.Dungeons have a real difficulty to the player without being repetitive , and each offer a specific theme challenge.As for the music, they are very catchy and represent the game well and the different levels and situations.The optional quests are very well thought out and offer even more life.TheIf this is not the best game of all time is at least the best game of the Zelda series.Dungeons have a real difficulty to the player without being repetitive , and each offer a specific theme challenge.As for the music, they are very catchy and represent the game well and the different levels and situations.The optional quests are very well thought out and offer even more life.The graphics are innovative for the time, although they have grown older.This game deserves its rating, 10/10.",MikuHatsune
687,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Wow, where to begin. I'll start off by saying this game was simply amazing. It's not very difficult but it can be challenging if you don't know what you're doing, though you will learn. I play this game several times a year, and we're in 2014 now so that should speak volumes. One thing though is I play it on SNES, not N64. Though it's all the same, just with N64 you get better graphics.Wow, where to begin. I'll start off by saying this game was simply amazing. It's not very difficult but it can be challenging if you don't know what you're doing, though you will learn. I play this game several times a year, and we're in 2014 now so that should speak volumes. One thing though is I play it on SNES, not N64. Though it's all the same, just with N64 you get better graphics. This has to be one of the best video games ever made period. I mean look, with a critic score of 99, that should give you a hint as well as with a high user score. This is a classic so you definitely have to play it.",SiAScORCH
688,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"The best game of all time by some length! Amazing story, loveable characters, true game progression. I've loved and love all the Zelda games but this is still by far the best!",sully22
689,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"What a fantastic game! The gameplay is highly addictive, characters are memorable because of it's own personality, greatly designed temples, and Perfect music!If you want a story with many exciting parts, then this is a must-try game!",Andjelico
690,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"10/10 means the best game you've ever seen. You could only give one game in history 10/10 and let me tell you this one is it. Fantastic level design, great graphics for the time, great story line, excellent camera and controls, excellent game play and challenging puzzles make this game head and shoulders ahead of any other",bagelchrist
691,The Legend of Zelda: Ocarina of Time,Nintendo64,10,My all time favorite game. Played it back in 1998 on the N64 and boy it was amazing. Up to this day no game left a bigger impression on me than OoT. A true masterpiece. Even 16 years later I still cherish it for what it was back then (damn I feel old now).,TheRogg
692,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"There really isn't much to be said that has not already been said about this legendary game. This game pushed the franchise into new heights as it transitioned into the third dimension. Hyrule is bigger than ever and the characters you meet appear fleshed out and it's almost surreal that you could interact with them in ways you could not before. The story is incredible and it leaves usThere really isn't much to be said that has not already been said about this legendary game. This game pushed the franchise into new heights as it transitioned into the third dimension. Hyrule is bigger than ever and the characters you meet appear fleshed out and it's almost surreal that you could interact with them in ways you could not before. The story is incredible and it leaves us with a great mystery that would dwell within the minds of theorists until recently. Without this game, where would we be today? Ocarina of Time will forever endure as among video games' finest achievements.",GameDude2030
693,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Besides lack of replay value this game is astonishing it has such a great story line its one of the Zelda games that I will rank along with Twilight Princess, Skyward Sword and Majora's mask.This game set the stage for Windwaker and has a dynamic serious world full of interesting enemies characters puzzles items and more.This game also paved the way for Majora's mask which was a gameBesides lack of replay value this game is astonishing it has such a great story line its one of the Zelda games that I will rank along with Twilight Princess, Skyward Sword and Majora's mask.This game set the stage for Windwaker and has a dynamic serious world full of interesting enemies characters puzzles items and more.This game also paved the way for Majora's mask which was a game with great atmosphere and a mysterious story.The only Zelda game I would rate significantly higher in terms of construction would be a Link to the Past now that game was INCREDIBLE now I know that you would think that this game would not have good replay value but it DOES because a Link to the past had all of the great story and characters with the GREATEST Zelda puzzles of ALL time its so great I have not beaten it since",Courageismight
694,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"This is the best game  the human intellect will ever produce. A trully remarakable masterpiece, simply the greatest  videogame of all time. No other game can surpass this perfection",masterzelda
695,The Legend of Zelda: Ocarina of Time,Nintendo64,10,without a doubt the best game ever made not just on the nostalgia factor but for the sheer fun that comes with exploring the vast world of hyrule! also modern gaming can take a leaf or 2 out of this game. Back when games were powered by a good script and story instead of being heavily relied on graphics.,oceangroupgamer
696,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"This is one of the best games of all time. There isn't much else to be said about it. I'm sure every gamer has played this by now, and if you haven't. You need too. It doesn't even feel like it's aged poorly. I don't hand out 10s often, this game is well deserving of it.  I wish I got into this as a kid.",Fair-Reviews
697,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Hablemos un poco de Mario 64... Como juego se ha convertido en un estandar y su historia, niveles y retos lo han vuelto sin duda en un juego inmortal... Ahora, que hacemos si colocamos todo esto en juego por segunda vez, pero en uno de Zelda? Sale el mejor juego de la historia.",camilosanchez16
698,The Legend of Zelda: Ocarina of Time,Nintendo64,10,What can i say that hasnt already been said. The game is perfect it has no flaws what so ever. It was probably the most beautiful game ever also I think i speak to everyone when we one the game we cried at how great the ending was also the game was basically perfect.,DjChainsaw24
699,The Legend of Zelda: Ocarina of Time,Nintendo64,10,Easily the best Legend of Zelda. I never quite liked the other Legends of Zelda but this was pure awesomeness. It rightfully gets the best score on meta critic ever.,DudeUnknown
700,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"This game is beyond any rating possible, my childhood and adult main game. If this game didn't exist then I wouldn't be playing games as much as I do today. Basically, it was a life changer and every person that says they're a gamer but haven't played this game isn't living up to the name 'gamer'. I just wish developers would put this much heart into making a game like they did for this.",Schmukker
701,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"One of the best games of all, with many puzzles and how they interact to continue in history, certainly one of the best zelda and a great soundtrack with great songs and melodies I love.",Sxdwuent4master
702,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"I've banged a lot of Legend of Zelda games in my day, but few have brought me to climax like Ocarina of Time. I was like, ""Whoa"", every time I heard the boss music start playing. Oh My God! The it was so amazing. Please play this game and do your best to destroy anyone who claims it is not one of the best games ever. Go Fourth and Destroy them with your words. Ganon straight turns into aI've banged a lot of Legend of Zelda games in my day, but few have brought me to climax like Ocarina of Time. I was like, ""Whoa"", every time I heard the boss music start playing. Oh My God! The it was so amazing. Please play this game and do your best to destroy anyone who claims it is not one of the best games ever. Go Fourth and Destroy them with your words. Ganon straight turns into a demon pig like the original game, and you **** him up with the master sword like byaaah!",Goku97
703,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"this is one of the best games i ever played IF not the best , its one of those games where you can say '' i used a walkthrough , but i still enjoyed it '' everything about it is great EVERYTHING",LeMonBLOCK
704,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"Simply fantastic is every way possible!Even after 20 years this game will still be legendary and bring out the inner child that once ever loved this game! Why? Because unlike a lot of games today, Ocarina of Time tells a tale of values and lessons that need to be learned whether you're a busy adult or a child looking forward to grow up without the use of blood and gore!The game's storySimply fantastic is every way possible!Even after 20 years this game will still be legendary and bring out the inner child that once ever loved this game! Why? Because unlike a lot of games today, Ocarina of Time tells a tale of values and lessons that need to be learned whether you're a busy adult or a child looking forward to grow up without the use of blood and gore!The game's story is based on a saying, ""Past mistakes can affect your future, and you will one day have to have the courage to face them eventually in life."" Might as well be one of the best things to learn in life.Plot/Story: 10/10As for gameplay, fun as always. Easy to use controls and intense battles with catchy background music to get your blood pumping hard! Dungeons are a bit tricky at times but that's what makes it fun and exciting!A MUST PLAY BEFORE YOU DIE!",RasheedNinja
705,The Legend of Zelda: Ocarina of Time,Nintendo64,9,I played this game on my wii in 2014. And it was awesome. The only thing I disliked was that for me im used to GIANT worlds like in minecraft. So its felt small.,DrArcherman
706,The Legend of Zelda: Ocarina of Time,Nintendo64,9,"It's practically a crime to say that Ocarina of Time is a bad game. The story is timeless, the gameplay is great and the bosses are really awesome. The only thing that sucks about this game is that stupid Water Temple. It is still an amazing game, but in my opinion, it isn't my favorite Zelda game.",BV-Swifty
707,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"This game is still my favourite.From start to finish it's an absolute pleasure to play, which is something that I can't say about many games. I'm sitting here trying to think of things that I don't like about it but I'm stumped. So here's the things I like about it;Setting, story, characters, music, gameplay, game mechanics, items, replay value, innovations, quests, open-worldThis game is still my favourite.From start to finish it's an absolute pleasure to play, which is something that I can't say about many games. I'm sitting here trying to think of things that I don't like about it but I'm stumped. So here's the things I like about it;Setting, story, characters, music, gameplay, game mechanics, items, replay value, innovations, quests, open-world exploration, levelling system (or lack of), abilities. There's probably more but you get the point.I could write pages and pages about this game but there's no point. I've played hundreds and hundreds of games over the course of several decades and I still love this game. And this isn't just nostalgia - I've revisited the game multiple times since my original playthrough in 1998 and it still is THAT good. This is something I've tried with other games but sadly they have not withstood the test of time anywhere near as well.There are aspects to this game that developers should be using for their games today - an example of this is the levelling system. No need to for XP bars, skill trees or any of that nonsense. Just keep it simple. You're health goes up slowly as you make progress but doubly as you explore more areas and find secrets. You find new items which reward you with new abilities. It's all you need. Levelling shouldn't be a big deal and should basically be invisible to the player.Anyways, there's only a few reasons why you would be reading my review;1. You've played the game and like it - hello (see '2' if you're looking to play it again).2. You haven't played the game - then I suggest you get the 3DS version. It's the best legitimate version available. If you don't want that then you can get it on the Wii eShop. I'll also remind you that the WiiU has a Wii inside it [not everyone knows this]. So yes, you can play OoT on your WiiU but you'll need an old controller.3. You've played the game and don't like it - thanks for reading anyway.I probably could have left this blank and just let the date of my review say everything I need. It's 17 years later and I'm still talking about it.",Jub
708,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"A revolutionary game is something Ocarina of Time truly, truly is. You can clearly see the amount of effort that was put into designing the amazing world of Hyrule and all its wonders. Some call this A Link to the Past 3D and I say that is a very good thing. The graphics were great back when this game was released and while they don't hold up as well today as they used to, the gameplay andA revolutionary game is something Ocarina of Time truly, truly is. You can clearly see the amount of effort that was put into designing the amazing world of Hyrule and all its wonders. Some call this A Link to the Past 3D and I say that is a very good thing. The graphics were great back when this game was released and while they don't hold up as well today as they used to, the gameplay and timelessness of the game certainly do. Ocarina of Time is a marvelous experience.",DailySalesman
709,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"1,000/10 .............................................................................................................................................",Shady313
